# QBopomofo 自訂詞庫
#
# 格式：詞,詞頻,注音（空格分隔）
# 詞頻越高越優先顯示。上游 tsi.csv 的常見詞頻範圍：
#   - 超高頻（的、是、我）: 50000+
#   - 高頻（已經、可以）: 5000-50000
#   - 中頻（嘗試、調整）: 500-5000
#   - 低頻（罕用詞）: 0-500
#
# 注意：此檔會與上游 tsi.csv 合併編譯，同詞同音時以較高詞頻為準。
#
# dc:title,QBopomofo 自訂詞庫,
# dc:rights,Copyright (c) 2026 TonyQ Wang,
# dc:license,LGPL-2.1-or-later,
# dc:identifier,2026.03.30,
白目,500,ㄅㄞˊ ㄇㄨˋ
# ^ 上游無此詞，台灣常用口語，避免斷成「白木」(2026-03-31)
撈出,500,ㄌㄠ ㄔㄨ
# ^ 上游無此詞，避免斷成「撈初」(2026-03-31)
對啊,500,ㄉㄨㄟˋ ㄚ˙
# ^ 上游無此詞，避免斷成「對阿」(2026-03-31)
很常,500,ㄏㄣˇ ㄔㄤˊ
# ^ 上游無此詞，優先於「很長」(333) (2026-03-31)
首字,500,ㄕㄡˇ ㄗˋ
# ^ 上游無此詞，避免斷成「手字」(2026-03-31)
防不勝防,500,ㄈㄤˊ ㄅㄨˊ ㄕㄥˋ ㄈㄤˊ
防不勝防,500,ㄈㄤˊ ㄅㄨˋ ㄕㄥ ㄈㄤˊ
# ^ 上游詞頻太低(27)，提高避免被拆開 (2026-03-31)
選字,500,ㄒㄩㄢˇ ㄗˋ
# ^ 上游詞頻為0，提高避免斷成「選自」(2026-04-01)
這件,5000,ㄓㄜˋ ㄐㄧㄢˋ
# ^ 上游詞頻僅390，避免被「這+建」拆散 (2026-04-08)
事情是,5000,ㄕˋ ㄑㄧㄥˊ ㄕˋ
# ^ 避免「事情+ㄕˋ」被斷成「情勢」吃掉 (2026-04-08)
安卓,500,ㄢ ㄓㄨㄛˊ
# ^ Android 中文名，上游無此詞 (2026-04-08)
另一件,500,ㄌㄧㄥˋ ㄧ ㄐㄧㄢˋ
# ^ 避免斷成錯誤組合 (2026-04-08)
另一個,80000,ㄌㄧㄥˋ ㄧ ㄍㄜˋ
另一個,80000,ㄌㄧㄥˋ ㄧˊ ㄍㄜ˙
# ^ 避免「令+一個」打贏「另一個」(2026-05-02)
餵,15000,ㄨㄟˋ
# ^ 上游 19034 比「為」19033 高，降低讓「為」優先 (2026-04-08)
偽物,500,ㄨㄟˇ ㄨˋ
# ^ 上游無此詞，避免斷成「偽+物」(2026-04-08)
重,3000,ㄔㄨㄥˊ
# ^ 上游僅1，蟲2631。「重」(重複、重新)比「蟲」常用 (2026-04-13)
重啟,500,ㄔㄨㄥˊ ㄑㄧˇ
# ^ 上游無此詞，常用動詞（重新啟動）(2026-04-13)
主,6000,ㄓㄨˇ
# ^ 上游 5412 比「煮」5413 低 1；「主」作單字/前綴更常用 (2026-05-02)
下意識,500,ㄒㄧㄚˋ ㄧˋ ㄕˋ
# ^ 上游僅46，提高避免被拆成「下+意+識」(2026-04-13)
非預期,500,ㄈㄟ ㄩˋ ㄑㄧˊ
# ^ 上游無此詞，常用技術用語（非預期錯誤）(2026-04-13)
# ㄕㄨˋ 同音字重排序 — 上游排序不合理（恕>數），依日常頻率調整 (2026-04-13)
數,31500,ㄕㄨˋ
術,31400,ㄕㄨˋ
樹,31300,ㄕㄨˋ
束,31200,ㄕㄨˋ
述,31100,ㄕㄨˋ
署,31000,ㄕㄨˋ
庶,500,ㄕㄨˋ
墅,500,ㄕㄨˋ
曙,400,ㄕㄨˋ
戍,300,ㄕㄨˋ
再一次,500,ㄗㄞˋ ㄧ ㄘˋ
# ^ 上游無此詞，常用口語（再一次嘗試）(2026-04-13)
實體機,500,ㄕˊ ㄊㄧˇ ㄐㄧ
# ^ 上游無此詞，避免被斷成「時+體積」(2026-04-13)
# 常用三字詞補充 — 上游缺漏 (2026-04-13)
沒問題,80000,ㄇㄟˊ ㄨㄣˋ ㄊㄧˊ
# ^ 5000 被拆字 path「沒(12161)+問題(64333)」打敗，提到 80000 確保整詞優先 (2026-04-29)
不一樣,5000,ㄅㄨˋ ㄧ ㄧㄤˋ
要不要,5000,ㄧㄠˋ ㄅㄨˋ ㄧㄠˋ
做不到,500,ㄗㄨㄛˋ ㄅㄨˋ ㄉㄠˋ
回不去,500,ㄏㄨㄟˊ ㄅㄨˋ ㄑㄩˋ
開發者,500,ㄎㄞ ㄈㄚ ㄓㄜˇ
資料夾,500,ㄗ ㄌㄧㄠˋ ㄐㄧㄚˊ
虛擬機,500,ㄒㄩ ㄋㄧˇ ㄐㄧ
虛擬碼,5000,ㄒㄩ ㄋㄧˇ ㄇㄚˇ
客戶端,500,ㄎㄜˋ ㄏㄨˋ ㄉㄨㄢ
區塊鏈,500,ㄑㄩ ㄎㄨㄞˋ ㄌㄧㄢˋ
懶人包,500,ㄌㄢˇ ㄖㄣˊ ㄅㄠ
供應商,500,ㄍㄨㄥ ㄧㄥˋ ㄕㄤ
划不來,500,ㄏㄨㄚˊ ㄅㄨˋ ㄌㄞˊ
少字化,500,ㄕㄠˇ ㄗˋ ㄏㄨㄚˋ
# ^ 上游無此詞，避免被拆散 (2026-04-14)
# 校正紀錄分析 — 加詞/提頻/單字調序 (2026-04-14)
筆電,500,ㄅㄧˇ ㄉㄧㄢˋ
# ^ 上游無此詞，台灣常用（筆記型電腦簡稱）
部署,500,ㄅㄨˋ ㄕㄨˇ
# ^ 上游只有 ㄕㄨˋ(209)，補三聲讀音 deploy
復現,500,ㄈㄨˋ ㄒㄧㄢˋ
# ^ 上游僅9，技術用語 reproduce
罕見字,500,ㄏㄢˇ ㄐㄧㄢˋ ㄗˋ
# ^ 上游無此詞，避免被拆成「喊+見字」
久,18000,ㄐㄧㄡˇ
# ^ 上游 17836，九 17837，差1。久(時間)比九(數字)更常用
每,38000,ㄇㄟˇ
# ^ 上游與美同為 37565，每(每個人)更常用
完,7100,ㄨㄢˊ
# ^ 上游 6911，玩 6912，差1。完(完成)比玩更常用
路由,500,ㄌㄨˋ ㄧㄡˊ
# ^ 上游無此詞，routing 網路/技術用語 (2026-04-14)
那個,5167,ㄋㄚˋ ㄍㄜˋ
這個,25909,ㄓㄜˋ ㄍㄜˋ
一個,65753,ㄧ ㄍㄜˋ
# ^ 補常見「個」四聲輸入；上游高頻多落在輕聲 ㄍㄜ˙，避免「那個位置」斷成「那+各位+至」(2026-04-27)
這個是,5000,ㄓㄜˋ ㄍㄜˋ ㄕˋ
# ^ 上游無此詞，口語高頻，避免被拆散 (2026-04-16)
說一聲,500,ㄕㄨㄛ ㄧ ㄕㄥ
# ^ 上游無此詞，口語常用（跟我說一聲）(2026-04-16)
網站,5000,ㄨㄤˇ ㄓㄢˋ
# ^ 上游詞頻0，被「往+站」打敗，提高到5000 (2026-04-16)
如果是,5000,ㄖㄨˊ ㄍㄨㄛˇ ㄕˋ
# ^ 上游僅1276，避免「如果+世人」打贏「如果是+人」(2026-04-16)
瘦身,10000,ㄕㄡˋ ㄕㄣ
# ^ 上游詞頻0，被受+身單字組合打敗，提高到10000 (2026-04-21)
效期,1500,ㄒㄧㄠˋ ㄑㄧˊ
# ^ 上游無此詞，校旗(12)頻率太低，補上效期 (2026-04-28)
標案,8000,ㄅㄧㄠ ㄢˋ
# ^ 上游無此詞，按(12760)>案(12000)導致拆成「標+按」，補上整詞 (2026-04-29)
政治獻金,5000,ㄓㄥˋ ㄓˋ ㄒㄧㄢˋ ㄐㄧㄣ
# ^ 上游無此詞，獻金(2440)輸給拆字「獻+金」且金/今同分易跑出「政治獻今」(2026-04-29)
處,8000,ㄔㄨˋ
# ^ 上游 ㄔㄨˋ 只給 1 分，被觸/豖/鄐等冷字壓掉；處當名詞超常用（好處/到處/處所）拉到第 1 (2026-04-30)
畜,800,ㄔㄨˋ
# ^ 上游 ㄔㄨˋ 只給 1 分；畜生/家畜/畜產常用，補上排到觸(1156)之後 (2026-04-30)
不,82901,ㄅㄨ
不,82901,ㄅㄨˋ
# ^ 上游只把變調 ㄅㄨˊ 給高頻；ㄅㄨ/ㄅㄨˋ 太低，候選輸給「部/布/步」(2026-05-06)

# === 自動補強：上游 freq=1 但合成詞中常用的單字 (2026-04-30) ===
# 由 tools/find_suspicious_freq1.py 產生，heuristic = compound_freq
個,65753,ㄍㄜ˙  # 上游 freq=1; 補強（一個 65753）
樂,20662,ㄩㄝˋ  # 上游 freq=1; 補強（音樂 20662）
什,20445,ㄕㄣˊ  # 上游 freq=1; 補強（什麼 20445）
麼,20445,ㄇㄛˊ  # 上游 freq=1; 補強（什麼 20445）
麼,20445,ㄇㄜ˙  # 上游 freq=1; 補強（什麼 20445）
謝,12009,ㄒㄧㄝ˙  # 上游 freq=1; 補強（謝謝 12009）
械,11684,ㄒㄧㄝˋ  # 上游 freq=1; 補強（機械 11684）
的,8272,ㄉㄧˋ  # 上游 freq=1; 補強（目的 8272）
甚,8206,ㄕㄣˋ  # 上游 freq=1; 補強（甚至 8206）
怎,8149,ㄗㄣˇ  # 上游 freq=1; 補強（怎麼 8149）
子,7495,ㄗ˙  # 上游 freq=1; 補強（袋子 7495）
量,6515,ㄌㄧㄤˋ  # 上游 freq=1; 補強（數量 6515）
會,6061,ㄎㄨㄞˋ  # 上游 freq=1; 補強（會計 6061）
姐,5788,ㄐㄧㄝˇ  # 上游 freq=1; 補強（小姐 5788）
漫,5729,ㄇㄢˋ  # 上游 freq=1; 補強（漫畫 5729）
伺,5158,ㄙˋ  # 上游 freq=1; 補強（伺服 5158）
儲,4157,ㄔㄨˊ  # 上游 freq=1; 補強（儲存 4157）
藏,4040,ㄘㄤˊ  # 上游 freq=1; 補強（館藏 4040）
媽,3902,ㄇㄚ˙  # 上游 freq=1; 補強（媽媽 3902）
圾,3793,ㄙㄜˋ  # 上游 freq=1; 補強（垃圾 3793）
少,3321,ㄕㄠˋ  # 上游 freq=1; 補強（少年 3321）
彈,2317,ㄊㄢˊ  # 上游 freq=1; 補強（彈性 2317）
蘋,2205,ㄆㄧㄥˊ  # 上游 freq=1; 補強（蘋果 2205）
豈,1899,ㄑㄧˇ  # 上游 freq=1; 補強（豈是 1899）
混,1882,ㄏㄨㄣˋ  # 上游 freq=1; 補強（混合 1882）
血,1841,ㄒㄩㄝˋ  # 上游 freq=1; 補強（血液 1841）
漂,1809,ㄆㄧㄠˋ  # 上游 freq=1; 補強（漂亮 1809）
俄,1765,ㄜˋ  # 上游 freq=1; 補強（俄羅斯 1765）
熟,1694,ㄕㄨˊ  # 上游 freq=1; 補強（成熟 1694）
散,1689,ㄙㄢˋ  # 上游 freq=1; 補強（分散 1689）
儘,1490,ㄐㄧㄣˋ  # 上游 freq=1; 補強（儘速 1490）
埔,1404,ㄆㄨˇ  # 上游 freq=1; 補強（埔里 1404）
波,1388,ㄆㄛ  # 上游 freq=1; 補強（阿波羅 1388）
強,1318,ㄑㄧㄤˇ  # 上游 freq=1; 補強（強制 1318）
卷,1214,ㄐㄩㄢˋ  # 上游 freq=1; 補強（問卷調查 1214）
彷,1198,ㄈㄤˇ  # 上游 freq=1; 補強（彷彿 1198）
冒,1183,ㄇㄠˋ  # 上游 freq=1; 補強（感冒 1183）
大,1045,ㄉㄞˋ  # 上游 freq=1; 補強（極大 1045）
祕,1045,ㄇㄧˋ  # 上游 freq=1; 補強（祕笈 1045）
脈,957,ㄇㄞˋ  # 上游 freq=1; 補強（來龍去脈 957）
咱,864,ㄗㄢˊ  # 上游 freq=1; 補強（咱們 864）
頭,785,ㄊㄡ˙  # 上游 freq=1; 補強（石頭 785）
法,776,ㄈㄚˊ  # 上游 freq=1; 補強（法子 776）
鑽,740,ㄗㄨㄢˋ  # 上游 freq=1; 補強（鑽石 740）
泌,720,ㄇㄧˋ  # 上游 freq=1; 補強（分泌 720）
賄,706,ㄏㄨㄟˋ  # 上游 freq=1; 補強（賄選 706）
匙,668,ㄕ˙  # 上游 freq=1; 補強（鑰匙 668）
囉,643,ㄌㄨㄛˊ  # 上游 freq=1; 補強（哈囉 643）
剖,627,ㄆㄡˇ  # 上游 freq=1; 補強（解剖 627）
逮,624,ㄉㄞˋ  # 上游 freq=1; 補強（逮捕 624）
肚,612,ㄉㄨˋ  # 上游 freq=1; 補強（大肚 612）
荷,611,ㄏㄜˋ  # 上游 freq=1; 補強（負荷 611）
塞,600,ㄙㄞˋ  # 上游 freq=1; 補強（塞拉耶佛 600）
悄,598,ㄑㄧㄠ  # 上游 freq=1; 補強（悄悄話 598）
晃,595,ㄏㄨㄤˋ  # 上游 freq=1; 補強（晃眼 595）
種,561,ㄓㄨㄥˋ  # 上游 freq=1; 補強（種植 561）
拂,550,ㄈㄨˊ  # 上游 freq=1; 補強（拂拭 550）
賜,528,ㄙˋ  # 上游 freq=1; 補強（賜教 528）
胖,492,ㄆㄤˋ  # 上游 freq=1; 補強（肥胖 492）
礦,487,ㄎㄨㄤˋ  # 上游 freq=1; 補強（礦業 487）
噹,469,ㄉㄤ  # 上游 freq=1; 補強（叮噹 469）
惡,443,ㄨˋ  # 上游 freq=1; 補強（可惡 443）
膀,416,ㄆㄤˊ  # 上游 freq=1; 補強（膀胱 416）
灸,403,ㄐㄧㄡ  # 上游 freq=1; 補強（針灸 403）
牡,371,ㄇㄨˇ  # 上游 freq=1; 補強（牡羊座 371）
旋,363,ㄒㄩㄢˋ  # 上游 freq=1; 補強（旋風 363）
會,346,ㄏㄨㄟˇ  # 上游 freq=1; 補強（一會兒 346）
坊,315,ㄈㄤˇ  # 上游 freq=1; 補強（坊間 315）
妊,313,ㄖㄣˋ  # 上游 freq=1; 補強（妊娠 313）
嚮,307,ㄒㄧㄤˋ  # 上游 freq=1; 補強（嚮往 307）
斜,305,ㄒㄧㄝˊ  # 上游 freq=1; 補強（傾斜 305）
逅,297,ㄏㄡˋ  # 上游 freq=1; 補強（邂逅 297）
懿,290,ㄧˋ  # 上游 freq=1; 補強（懿旨 290）
籠,287,ㄌㄨㄥˊ  # 上游 freq=1; 補強（籠罩 287）
顫,280,ㄔㄢˋ  # 上游 freq=1; 補強（顫慄 280）
攣,263,ㄌㄩㄢˊ  # 上游 freq=1; 補強（痙攣 263）
縫,250,ㄈㄥˋ  # 上游 freq=1; 補強（裂縫 250）
模,243,ㄇㄨˊ  # 上游 freq=1; 補強（一模一樣 243）
穴,221,ㄒㄩㄝˋ  # 上游 freq=1; 補強（洞穴 221）
圃,214,ㄆㄨˇ  # 上游 freq=1; 補強（苗圃 214）
檜,210,ㄎㄨㄞˋ  # 上游 freq=1; 補強（檜木 210）
慨,193,ㄎㄞˋ  # 上游 freq=1; 補強（感慨 193）
琶,184,ㄆㄚˊ  # 上游 freq=1; 補強（琵琶 184）
薇,184,ㄨㄟ  # 上游 freq=1; 補強（薔薇 184）
聽,174,ㄊㄧㄥˋ  # 上游 freq=1; 補強（一聽 174）
瑯,160,ㄌㄤˊ  # 上游 freq=1; 補強（琺瑯 160）
郝,159,ㄏㄠˇ  # 上游 freq=1; 補強（郝柏村 159）
瞭,158,ㄌㄧㄠˋ  # 上游 freq=1; 補強（瞭望 158）
稱,158,ㄔㄥˋ  # 上游 freq=1; 補強（稱職 158）
倆,155,ㄌㄧㄤˇ  # 上游 freq=1; 補強（我倆 155）
汗,153,ㄏㄢˋ  # 上游 freq=1; 補強（汗水 153）
嚼,152,ㄐㄩㄝˊ  # 上游 freq=1; 補強（咀嚼 152）
燄,147,ㄧㄢˋ  # 上游 freq=1; 補強（火燄 147）
披,139,ㄆㄧ  # 上游 freq=1; 補強（披薩 139）
賊,136,ㄗㄟˊ  # 上游 freq=1; 補強（烏賊 136）
町,134,ㄉㄧㄥ  # 上游 freq=1; 補強（西門町 134）
窘,133,ㄐㄩㄥˇ  # 上游 freq=1; 補強（窘境 133）
柏,130,ㄅㄞˇ  # 上游 freq=1; 補強（松柏 130）
眶,129,ㄎㄨㄤ  # 上游 freq=1; 補強（眼眶 129）
裳,126,ㄕㄤ  # 上游 freq=1; 補強（衣裳 126）
裳,126,ㄕㄤ˙  # 上游 freq=1; 補強（衣裳 126）
捩,124,ㄌㄟˋ  # 上游 freq=1; 補強（轉捩點 124）
躍,124,ㄧㄠˋ  # 上游 freq=1; 補強（躍升 124）
實,121,ㄕ˙  # 上游 freq=1; 補強（結實 121）
啪,120,ㄆㄞ  # 上游 freq=1; 補強（啪啪 120）
混,120,ㄏㄨㄣˊ  # 上游 freq=1; 補強（混濁 120）
齦,114,ㄧㄣˊ  # 上游 freq=1; 補強（牙齦 114）
埋,109,ㄇㄢˊ  # 上游 freq=1; 補強（埋怨 109）
豁,109,ㄏㄨㄛˋ  # 上游 freq=1; 補強（豁免 109）
挾,106,ㄒㄧㄝˊ  # 上游 freq=1; 補強（挾持 106）
櫚,101,ㄌㄩˇ  # 上游 freq=1; 補強（棕櫚 101）
辱,101,ㄖㄨˋ  # 上游 freq=1; 補強（侮辱 101）
噠,100,ㄉㄚˊ  # 上游 freq=1; 補強（噠噠 100）
靡,100,ㄇㄧˊ  # 上游 freq=1; 補強（風靡 100）
新酷音,50000,ㄒㄧㄣ ㄎㄨˋ ㄧㄣ
# ^ 上游整詞僅 1，敗給「心(28116)/新(28116)+酷音(1000)」拆字 path（且兩個單字同分易跑出心酷音）(2026-04-30)
